课程编号,学院,课程名称,班级,学分,学时,主讲教师,教室1,星期几1,节次1,周次1,教室2,星期几2,节次2,周次2,教室3,星期几3,节次3,周次3,教室4,星期几4,节次4,周次4,教室5,星期几5,节次5,周次5,教室6,星期几6,节次6,周次6,教室7,星期几7,节次7,周次7,教室8,星期几8,节次8,周次8,教室9,星期几9,节次9,周次9,教室10,星期几10,节次10,周次10,教室11,星期几11,节次11,周次11,教室12,星期几12,节次12,周次12,教室13,星期几13,节次13,周次13
KN00121067,,课内授课-学术英语（二）,38班,,32,王宏俐,创新港校区-5-2062,3,5-6,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN00121067,,课内授课-学术英语（二）,39班,,32,李蓓岚,创新港校区-5-2008,1,1-2,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN00121067,,课内授课-学术英语（二）,40班,,32,李蓓岚,创新港校区-5-2008,1,3-4,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN00121067,,课内授课-学术英语（二）,41班,,32,李蓓岚,创新港校区-5-2008,3,1-2,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN00121067,,课内授课-学术英语（二）,42班,,32,李蓓岚,创新港校区-5-2008,3,3-4,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN00121067,,课内授课-学术英语（二）,43班,,32,铁瑛,创新港校区-5-2012,1,3-4,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN00121067,,课内授课-学术英语（二）,44班,,32,铁瑛,创新港校区-5-2012,1,5-6,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN00121067,,课内授课-学术英语（二）,45班,,32,铁瑛,创新港校区-2-2006,3,3-4,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN00121067,,课内授课-学术英语（二）,46班,,32,铁瑛,创新港校区-5-2006,3,5-6,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003005,,汽车及先进动力系统专业英语及国际学术交流,1班,0.0,16,姜雪,创新港校区-1-3054,7,3-6,1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003005,,汽车及先进动力系统专业英语及国际学术交流,2班,0.0,16,杨博,创新港校区-1-3056,7,3-6,1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003005,,汽车及先进动力系统专业英语及国际学术交流,3班,0.0,16,姜雪,兴庆校区-中2-2243,7,3-6,5-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003005,,汽车及先进动力系统专业英语及国际学术交流,4班,0.0,16,杨博,兴庆校区-中2-2245,7,3-6,5-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003009,,学术英语交流技能与实战,1班,0.0,16,李景银,创新港校区-1-2051,4,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003009,,学术英语交流技能与实战,2班,0.0,16,李景银,创新港校区-1-2052,4,9-10,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003009,,学术英语交流技能与实战,3班,0.0,16,陈雪江,创新港校区-1-2055,4,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003009,,学术英语交流技能与实战,4班,0.0,16,刘海湖,创新港校区-1-2052,4,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003009,,学术英语交流技能与实战,5班,0.0,16,张洋,创新港校区-1-3055,4,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19003009,,学术英语交流技能与实战,6班,0.0,16,张洋,创新港校区-1-2052,2,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19009002,,学术交流英语实践课,1班,,16,刘博,创新港校区-4-4218,1,3-4,1-2,创新港校区-4-4218,2,3-4,1-2,创新港校区-4-4218,4,3-4,1-2,创新港校区-4-4218,5,3-4,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19009002,,学术交流英语实践课,2班,,16,刘博,创新港校区-4-4218,1,5-6,1-2,创新港校区-4-4218,2,5-6,1-2,创新港校区-4-4218,4,5-6,1-2,创新港校区-4-4218,5,5-6,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19009002,,学术交流英语实践课,3班,,16,刘博,创新港校区-4-4218,1,7-8,1-2,创新港校区-4-4218,2,7-8,1-1,创新港校区-4-4218,3,7-8,2-2,创新港校区-4-4218,4,7-8,1-2,创新港校区-4-4218,5,7-8,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19009002,,学术交流英语实践课,4班,,16,刘博,创新港校区-4-4218,1,5-6,3-4,创新港校区-4-4218,2,5-6,3-4,创新港校区-4-4218,4,5-6,3-4,创新港校区-4-4218,5,5-6,3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19009002,,学术交流英语实践课,5班,,16,刘博,创新港校区-4-4218,1,7-8,3-4,创新港校区-4-4218,2,7-8,3-4,创新港校区-4-4218,4,7-8,3-4,创新港校区-4-4218,5,7-8,3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19009002,,学术交流英语实践课,6班,,16,刘博,创新港校区-4-4218,1,9-10,3-4,创新港校区-4-4218,2,9-10,3-4,创新港校区-4-4218,4,9-10,3-4,创新港校区-4-4218,5,9-10,3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,1班,,16,刘华,创新港校区-5-2033,1,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,2班,,16,刘华,创新港校区-5-2033,1,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,3班,,16,刘华,创新港校区-5-2033,1,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,4班,,16,刘华,创新港校区-5-2033,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,5班,,16,刘华,创新港校区-5-2033,1,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,6班,,16,刘华,创新港校区-5-2033,1,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,7班,,16,刘华,创新港校区-5-2033,1,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,8班,,16,刘华,创新港校区-5-2033,1,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,9班,,16,刘秀蓉,创新港校区-5-2099,2,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,10班,,16,刘秀蓉,创新港校区-5-2099,2,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,11班,,16,刘秀蓉,创新港校区-5-2099,2,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,12班,,16,刘秀蓉,创新港校区-5-2099,2,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,13班,,16,刘秀蓉,创新港校区-5-2099,3,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,14班,,16,刘秀蓉,创新港校区-5-2099,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,15班,,16,刘秀蓉,创新港校区-5-2099,3,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,16班,,16,刘秀蓉,创新港校区-5-2099,3,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,23班,,16,刘秀蓉,创新港校区-5-2099,5,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,25班,,16,黄博,创新港校区-5-2035,3,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,26班,,16,黄博,创新港校区-5-2035,3,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,27班,,16,Amar Charan Georgeson,创新港校区-5-2031,1,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,28班,,16,Amar Charan Georgeson,创新港校区-5-2031,1,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,29班,,16,Amar Charan Georgeson,创新港校区-5-2031,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,30班,,16,Amar Charan Georgeson,创新港校区-5-2031,1,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,31班,,16,Amar Charan Georgeson,创新港校区-5-2031,1,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,32班,,16,Amar Charan Georgeson,创新港校区-5-2031,1,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,33班,,16,Amar Charan Georgeson,创新港校区-5-2031,2,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,34班,,16,Amar Charan Georgeson,创新港校区-5-2031,2,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,35班,,16,Amar Charan Georgeson,创新港校区-5-2031,2,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,36班,,16,Amar Charan Georgeson,创新港校区-5-2031,2,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,37班,,16,Amar Charan Georgeson,创新港校区-5-2031,2,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,38班,,16,Amar Charan Georgeson,创新港校区-5-2031,2,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,39班,,16,Rose Valinda Jensen,创新港校区-5-2072,2,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,40班,,16,Rose Valinda Jensen,创新港校区-5-2072,2,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,41班,,16,Rose Valinda Jensen,创新港校区-5-2072,2,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,42班,,16,Rose Valinda Jensen,创新港校区-5-2072,2,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,43班,,16,Rose Valinda Jensen,创新港校区-5-2072,2,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,44班,,16,Rose Valinda Jensen,创新港校区-5-2072,2,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,45班,,16,Rose Valinda Jensen,创新港校区-5-2072,3,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,46班,,16,Rose Valinda Jensen,创新港校区-5-2072,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,47班,,16,Rose Valinda Jensen,创新港校区-5-2072,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,48班,,16,Rose Valinda Jensen,创新港校区-5-2072,3,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,49班,,16,Rose Valinda Jensen,创新港校区-5-2072,3,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,50班,,16,Rose Valinda Jensen,创新港校区-5-2072,3,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,51班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,2,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,52班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,2,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,53班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,2,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,54班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,2,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,55班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,2,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,56班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,2,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,57班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,2,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,58班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,2,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,59班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,3,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,60班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,61班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,3,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,62班,,16,Effie Jo Anne Okeson,创新港校区-5-2048,3,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,63班,,16,Kevin James Okeson,创新港校区-5-2046,2,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,64班,,16,Kevin James Okeson,创新港校区-5-2046,2,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,65班,,16,Kevin James Okeson,创新港校区-5-2046,2,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,66班,,16,Kevin James Okeson,创新港校区-5-2046,2,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,67班,,16,Kevin James Okeson,创新港校区-5-2046,2,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,68班,,16,Kevin James Okeson,创新港校区-5-2046,2,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,69班,,16,Kevin James Okeson,创新港校区-5-2046,2,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,70班,,16,Kevin James Okeson,创新港校区-5-2046,2,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,71班,,16,Kevin James Okeson,创新港校区-5-2046,3,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,72班,,16,Kevin James Okeson,创新港校区-5-2046,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,73班,,16,Kevin James Okeson,创新港校区-5-2046,3,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,74班,,16,Kevin James Okeson,创新港校区-5-2046,3,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,83班,,16,高云,创新港校区-5-2004,1,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,84班,,16,高云,创新港校区-5-2004,1,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,85班,,16,高云,创新港校区-5-2004,1,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,86班,,16,高云,创新港校区-5-2004,1,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,88班,,16,高云,创新港校区-5-2004,2,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,89班,,16,高云,创新港校区-5-2004,2,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,90班,,16,高云,创新港校区-5-2004,2,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,91班,,16,高云,创新港校区-5-2004,3,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,92班,,16,高云,创新港校区-5-2004,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,93班,,16,高云,创新港校区-5-2004,3,1-2,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012001,,英语实用口语实践,94班,,16,高云,创新港校区-5-2004,3,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012011,,英文文献管理与加工,1班,,16,舒程勇,创新港校区-5-2018,1,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012011,,英文文献管理与加工,2班,,16,舒程勇,创新港校区-5-2018,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012011,,英文文献管理与加工,3班,,16,舒程勇,创新港校区-5-2018,1,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012011,,英文文献管理与加工,4班,,16,舒程勇,创新港校区-5-2018,1,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012011,,英文文献管理与加工,6班,,16,涂圣文,创新港校区-5-2018,4,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,1班,,16,郭继荣,创新港校区-5-2042,1,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,2班,,16,郭继荣,创新港校区-5-2042,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,3班,,16,郭继荣,创新港校区-5-2042,1,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,4班,,16,郭继荣,创新港校区-5-2042,1,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,5班,,16,郭继荣,创新港校区-5-2042,3,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,6班,,16,郭继荣,创新港校区-5-2042,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,9班,,16,郭继荣,创新港校区-5-2042,3,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,10班,,16,郭继荣,创新港校区-5-2042,3,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,11班,,16,李蓓岚,创新港校区-2-2004,1,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,12班,,16,李蓓岚,创新港校区-5-2004,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,13班,,16,李蓓岚,创新港校区-5-2004,1,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,14班,,16,李蓓岚,创新港校区-5-2004,1,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,15班,,16,李蓓岚,创新港校区-5-2004,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,16班,,16,李蓓岚,创新港校区-5-2044,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,17班,,16,李蓓岚,创新港校区-5-2004,3,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,18班,,16,李蓓岚,创新港校区-5-2004,3,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,23班,,16,史文霞,创新港校区-5-2016,1,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,24班,,16,史文霞,创新港校区-5-2016,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,25班,,16,张华承,创新港校区-5-2018,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,26班,,16,张华承,创新港校区-5-2018,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,27班,,16,吴莹,创新港校区-5-2099,1,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,28班,,16,吴莹,创新港校区-5-2099,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,29班,,16,吴莹,创新港校区-5-2099,1,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,30班,,16,吴莹,创新港校区-5-2099,1,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,31班,,16,吴莹,创新港校区-5-2099,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,32班,,16,吴莹,创新港校区-5-2099,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS19012022,,看电影学英语,33班,,16,吴莹,创新港校区-5-2099,3,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
